epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,122.801,0.86223,2.85286,1.15079,0.00337,1,0.60915,0.54198,0.46226,3.33624,0.94487,0.00025722,0.00025722,0.00025722
2,246.267,0.69757,1.97166,1.0055,0.0033,1,0.90517,0.82468,0.45524,3.23775,0.92655,0.000354249,0.000354249,0.000354249
